id,question,theme
13572,Single die LEDs require what?,Light-emitting_diode
13573, What does an non-LED filament consist of?,Light-emitting_diode
13574, How are non-LED filaments used?,Light-emitting_diode
13575, What type of voltage is needed for non-LED filaments?,Light-emitting_diode
13576, What helps non-LED filaments remain low cost?,Light-emitting_diode
13577,What can cause a large change in current in LEDs?,Light-emitting_diode
13578,What is a solution to preventing an LED failure?,Light-emitting_diode
13579,What feature do most LED fixtures need to have?,Light-emitting_diode
13580, What feature do no LED fixtures need to have?,Light-emitting_diode
13581,How are most LEDs classified?,Light-emitting_diode
13582,What does being a Class 1 LED product mean?,Light-emitting_diode
13583,What type of LED can possibly cause blindness?,Light-emitting_diode
13584,What class are extremely bright LEDs listed as?,Light-emitting_diode
13585,Which government advocated the banning of Class 2 LEDs?,Light-emitting_diode
13586, What does being a Class 2 LED product mean?,Light-emitting_diode
13587,What type of LED can't cause blindness?,Light-emitting_diode
13588, Which government advocated the suppoert of Class 2 LEDs?,Light-emitting_diode
13589,What substance does fluorescent lamps contain?,Light-emitting_diode
13590,What dangerous metal can LEDs contain?,Light-emitting_diode
13591,"According to a California study, what harmful metal is in most LEDs?",Light-emitting_diode
13592,What substance does non-fluorescent lamps contain?,Light-emitting_diode
13593, What dangerous metal can non-LEDs contain?,Light-emitting_diode
13594, What LEDs are considered riskier than any other?,Light-emitting_diode
13595,What type of light is ideal for traffic signals?,Light-emitting_diode
13596,What color LEDs are used when night vision is important?,Light-emitting_diode
13597,What is an example of a night vision needed area?,Light-emitting_diode
13598, What type of light is not ideal for traffic signals?,Light-emitting_diode
13599, In what year were non-luminescence standards set?,Light-emitting_diode
13600, What color non-LEDs are used when night vision is important?,Light-emitting_diode
13601, What is an example of a non-night vision needed area?,Light-emitting_diode
13602,Why are LED lights sought after for various applications?,Light-emitting_diode
13603,LED brake lights are how many times faster than incandescent ones?,Light-emitting_diode
13604,What color LEDs are now starting to be used more?,Light-emitting_diode
13605,What types of light can LEDs form better than incandescent?,Light-emitting_diode
13606,Why are non-LED lights sought after for various applications?,Light-emitting_diode
13607, What color LEDs are now not used more?,Light-emitting_diode
13608,How are LEDs used in theaters?,Light-emitting_diode
13609,LEDs can send data over what type of cable?,Light-emitting_diode
13610,What type of fiber forms the backbone of the internet?,Light-emitting_diode
13611,Where are infrared non-LEDs used in everyday life?,Light-emitting_diode
13612, What type of fiber doesn't form the backbone of the internet?,Light-emitting_diode
13613,In what country does one kilowatt-hour of electricity causes 1.34 pounds of CO 2 emission?,Light-emitting_diode
13614,How much CO2 emission would a 40-watt light bulb produce after 10 hours?,Light-emitting_diode
13615,A 6-watt LED left on for 10 hours a day will emit how much CO 2?,Light-emitting_diode
13616,How much can a building's carbon footprint be reduced by switching to LEDs?,Light-emitting_diode
13617, How much CO2 emission would a 50-watt light bulb produce after 10 hours?,Light-emitting_diode
13618, A 9-watt LED left on for 10 hours a day will emit how much CO 2?,Light-emitting_diode
13619,LEDs are often used for what type of systems?,Light-emitting_diode
13620,Why are LEDs preferred for machine vision systems?,Light-emitting_diode
13621,What can help make LEDs more widely used?,Light-emitting_diode
13622,What is the most common example of a machine vision system?,Light-emitting_diode
13623,Where are some LEDs in machine vision systems found?,Light-emitting_diode
13624, non-LEDs are often used for what type of systems?,Light-emitting_diode
13625, Why aren't LEDs preferred for machine vision systems?,Light-emitting_diode
13626,Where are LEDs often used?,Light-emitting_diode
13627,What is an example of a device that uses free space optic communications?,Light-emitting_diode
13628,What does an optoisolator do?,Light-emitting_diode
13629,In what common household item can you find infrared LEDs?,Light-emitting_diode
13630,What is an example of a device that uses not free space optic communications?,Light-emitting_diode
13631, What does an optoisolator don't do?,Light-emitting_diode
13632,What device uses infrared LEDs to measure oxygen saturation?,Light-emitting_diode
13633,Some flatbed scanners use what type of LED?,Light-emitting_diode
13634,"By using LEDs, scanners do not have to what?",Light-emitting_diode
13635,What video game console doesn't use infrared LEDs?,Light-emitting_diode
13636,non- What device uses infrared LEDs to measure oxygen saturation?,Light-emitting_diode
13637, Some flatbed scanners use what type of what?,Light-emitting_diode
13638,What LED has the flattest I/V curve above the knee?,Light-emitting_diode
13639,What LEDs have a very steep I/V curve?,Light-emitting_diode
13640,LED forward voltage is more current-dependent than what diode?,Light-emitting_diode
13641, What LED has the least flattest I/V curve above the knee?,Light-emitting_diode
13642,What LEDs have a not very steep I/V curve?,Light-emitting_diode
13643,What was the formalization of the division of small powers and great powers?,Great_power
13644,During what 2 wars was the balance of power shift most dramatic?,Great_power
13645,What is another term for Great Power?,Great_power
13646,Which international balance of power formally created the division between small and great powers?,Great_power
13647,For which post Napoleonic era has the balance of power shifted dramatically?,Great_power
13648,What is another term used in place of international balance of power?,Great_power
13649,What do great powers usually have?,Great_power
13650,What are the permanent members of UN Security Council?,Great_power
13651,What are the countries in the G7?,Great_power
13652,What 3 factors have international relations theorists considered factors for great power status?,Great_power
13653,What great power has five permanent members?,Great_power
13654,What international structure exerts its influence on a global scale?,Great_power
13655,"What spatial aspects are Canada, France, Germany, Italy, Japan, the United Kingdom and the United States a part of?",Great_power
13656,In what conference are great powers opinions formally considered?,Great_power
13657,Whos was the founder of the neorealist theory of international relations?,Great_power
13658,What 5 criteria did neorealist use to determine great powers?,Great_power
13659,What 3 areas can summarize the great power determination?,Great_power
13660,What did the historian Kenneth Waltz note about great power?,Great_power
13661,With what terms did later writers define neorealist theory?,Great_power
13662,What term was used in early times to judge a state's political capacity?,Great_power
13663,Who was the founder of the neorealist theory on the test of strength for war?,Great_power
13664,"Who stated that ""Great power may be defined as a political force exerting an effect co-extensive with the widest range of the society in which it operates. The Great powers of 1914 were 'world-powers""?",Great_power
13665,What type of powers should have actual influence throughout the scope of the prevailing international system?,Great_power
13666,What type of power is restricted to its region?,Great_power
13667,What three things do all political forces have?,Great_power
13668,What should a Western society possess?,Great_power
13669,What is a range of society restricted to?,Great_power
13670,What were international systems called in 1914?,Great_power
13671,What political force was world-wide in 1914?,Great_power
13672,What discussion should great powers be included on?,Great_power
13673,"Historically, when would great powers meet?",Great_power
13674,What types of decisions would great powers reach?,Great_power
13675,What criteria should groups like the UN have?,Great_power
13676,What is an example of something United Nations did to settle an issue?,Great_power
13677,What should geographical and nationalist claims have influence on?,Great_power
13678,What did Castlereagh determine as the last resort of great power's influence?,Great_power
13679,What member of Congress first used the term Great Powers?,Great_power
13680,When did Lord Castleereagh first use the term Continental peace?,Great_power
13681,What did the Great powers of Europe send in 1814?,Great_power
13682,What general influence was agreed upon in the letter sent in 1814?,Great_power
13683,What is the Great power turning against in the letter sent in 1814?,Great_power
13684,What 2 powers named in the 5 orignal great powers of the congress of vienna have maintained that status?,Great_power
